"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"Moms for Liberty - Union County, PA Chapter","Union County","Pennsylvania","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Washington County, PA Chapter","Washington County","Pennsylvania","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Westmoreland County, PA","","Pennsylvania","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - York County, PA Chapter","York County","Pennsylvania","Moms for Liberty","Antigovernment General","","","2023"
"National Constitutional Coalition of Patriotic Americans","","Pennsylvania","","Antigovernment General","","Yes","2023"
"No Left Turn in Education","Gladwyne","Pennsylvania","","Antigovernment General","","","2023"
"No Left Turn in Education - South Central, PA","Harrisburg","Pennsylvania","","Antigovernment General","","","2023"
"No Left Turn in Education - South Eastern, PA","Harrisburg","Pennsylvania","","Antigovernment General","Yes","","2023"
"No Left Turn in Education - South Western, PA","Harrisburg","Pennsylvania","","Antigovernment General","","","2023"
"Tactical Civics - Allegheny County, PA","","Pennsylvania","","Antigovernment General","","","2023"
"Tactical Civics - Carbon County, PA","","Pennsylvania","","Antigovernment General","","","2023"
"Tactical Civics - Clearfield County, PN","Clearfield County","Pennsylvania","","Antigovernment General","","","2023"
"John Birch Society","","Rhode Island","","Antigovernment General","","Yes","2023"
"Moms for Liberty - Washington County, RI","Washington County","Rhode Island","Moms for Liberty","Antigovernment General","","","2023"
"No Left Turn in Education - Rhode Island","Providence","Rhode Island","","Antigovernment General","","","2023"
"Parents' Rights in Education - Rhode Island","Cranston","Rhode Island","","Antigovernment General","Yes","","2023"
"Rhode Island Parents Involved in Education","","Rhode Island","","Antigovernment General","","Yes","2023"
"Moms for Liberty - Anderson County, SC","Anderson County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Beaufort County, SC Chapter","Beaufort County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Berkeley County, SC Chapter","Berkeley County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Charleston County, SC Chapter","Charleston County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Colleton County, SC Chapter","Colleton County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Dorchester County, SC Chapter","Dorchester County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Florence County, SC Chapter","Florence County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Greeneville County, SC","Greenville County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Horry County, SC","Horry County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Kershaw County, SC Chapter","Kershaw County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Lancaster County, SC Chapter","Lancaster County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Lexington County, SC Chapter","Lexington County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Oconee County, SC","Oconee County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Pickens County, SC Chapter","Pickens County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Richland County, SC Chapter","Richland County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Spartanburg County, SC","Spartanburg County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - York County, SC Chapter","York County","South Carolina","Moms for Liberty","Antigovernment General","","","2023"
"South Carolina Parents Involved in Education","","South Carolina","","Antigovernment General","","Yes","2023"
"Moms for Liberty - Hughes County, SD Chapter","Hughes County","South Dakota","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Meade County, SD","Meade County","South Dakota","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Minnehaha County, SD Chapter","Minnehaha County","South Dakota","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Pennington County, SD","Pennington County","South Dakota","Moms for Liberty","Antigovernment General","","","2023"
"South Dakota Parents Involved in Education","","South Dakota","","Antigovernment General","","Yes","2023"
"American Patriot Vanguard","Jackson","Tennessee","","Antigovernment General","","","2023"
"Eagle Forum - Tennessee","Nashville","Tennessee","","Antigovernment General","","","2023"
"Institute on the Constitution","Cookeville","Tennessee","","Antigovernment General","","","2023"
"Mom Army Knoxville","Knoxville","Tennessee","","Antigovernment General","Yes","","2023"
"Mom Army Nashville","Nashville","Tennessee","","Antigovernment General","","","2023"
"Moms for Liberty - Davidson County, TN Chapter","Davidson County","Tennessee","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Hamilton County, TN","Hamilton County","Tennessee","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Shelby County, TN Chapter","Shelby County","Tennessee","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Sumner County, TN Chapter","Sumner County","Tennessee","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Williamson County, TN Chapter","Williamson County","Tennessee","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Wilson County, TN Chapter","Wilson County","Tennessee","Moms for Liberty","Antigovernment General","Yes","","2023"
"National Constitutional Coalition of Patriotic Americans","","Tennessee","","Antigovernment General","","Yes","2023"
"Tactical Civics - Wilson County, TN","","Tennessee","","Antigovernment General","","","2023"
"Tennessee Parents Involved in Education","","Tennessee","","Antigovernment General","Yes","Yes","2023"
"American Patriot Vanguard","Fort Worth","Texas","","Antigovernment General","Yes","","2023"
"Citizens Defending Freedom - Collin County, TX","Collin County","Texas","","Antigovernment General","Yes","","2023"
"Citizens Defending Freedom - Dallas County, TX","Dallas County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Denton County, TX","Denton County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Harris County, TX","Harris County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Montgomery County, TX","","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Nueces County, TX","Nueces County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Tarrant County, TX","Tarrant County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Travis County, TX","Travis County","Texas","","Antigovernment General","","","2023"
"Citizens Defending Freedom - Williamson County, TX","Williamson County","Texas","","Antigovernment General","","","2023"
"Concerned Parents of Texas ","Austin","Texas","","Antigovernment General","","","2023"
"Constitution Party","Fort Worth","Texas","","Antigovernment General","","","2023"
"Defense Distributed","Austin","Texas","","Antigovernment General","","","2023"
"Eagle Forum","Dallas","Texas","","Antigovernment General","","","2023"
"Eagle Forum","Spring","Texas","","Antigovernment General","","","2023"
"Mom Army Austin","Austin","Texas","","Antigovernment General","","","2023"
"Mom Army Dallas Fort Worth","Dallas","Texas","","Antigovernment General","","","2023"
"Mom Army Houston","Houston","Texas","","Antigovernment General","","","2023"
"Moms for Liberty - Bexar County, TX Chapter","Bexar County","Texas","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Collin County, TX","Collin County","Texas","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Corpus Christi | Nueces, TX Chapter","Corpus Christi","Texas","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Denton County, TX Chapter","Denton County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - El Paso County, CO Chapter","El Paso County","Texas","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Fort Bend County, TX Chapter","Fort Bend County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Gillespie County, TX Chapter","Gillespie County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Lubbock County, TX Chapter","Lubbock County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - San Patricio County, TX","San Patricio County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Travis County, TX Chapter","Travis County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Williamson County, TX Chapter","Williamson County","Texas","Moms for Liberty","Antigovernment General","","","2023"
"Montgomery County Eagle Forum","Spring","Texas","","Antigovernment General","Yes","","2023"
"News With Views","Spring Branch","Texas","","Antigovernment General","Yes","","2023"
"Overpasses for America - Texas Statewide","","Texas","","Antigovernment General","Yes","Yes","2023"
"Parents' Rights in Education - Texas","","Texas","","Antigovernment General","","Yes","2023"
"Tactical Civics - Denton County, TX","Denton County","Texas","","Antigovernment General","Yes","","2023"
"Tactical Civics - Freestone County, TX","Freestone County","Texas","","Antigovernment General","","","2023"
"Tactical Civics - Harris County, TX","Harris County","Texas","","Antigovernment General","","","2023"
"Tactical Civics - Montgomery County, TX","","Texas","","Antigovernment General","","","2023"
"Tactical Civics - Parker County, TX","Parker County","Texas","","Antigovernment General","Yes","","2023"
"Tactical Civics - San Patricio County, TX","San Patricio County","Texas","","Antigovernment General","Yes","","2023"
"Tactical Civics (America Again)","","Texas","","Antigovernment General","","","2023"
"Texas Freedom Coalition","Flint","Texas","","Antigovernment General","","","2023"
"Texas Parents Involved in Education","","Texas","","Antigovernment General","","Yes","2023"
"True Texas Project","Tarrant County","Texas","","Antigovernment General","Yes","","2023"
"We Are Change","","Texas","","Antigovernment General","","Yes","2023"
"We Are Change","Corpus Christi","Texas","","Antigovernment General","","","2023"
"Constitution Party of Utah","Bountiful","Utah","","Antigovernment General","","","2023"
"Eagle Forum","South Jordan","Utah","","Antigovernment General","Yes","","2023"
"Freedom Rising Sun","Logan","Utah","","Antigovernment General","Yes","","2023"
"Liberty News Radio","American Fork","Utah","","Antigovernment General","","","2023"
"Loving Liberty Network","Ogden","Utah","","Antigovernment General","","","2023"
"Mom Army Salt Lake City","Salt Lake City","Utah","","Antigovernment General","","","2023"
"Oath Keepers USA","Orem","Utah","Oath Keepers","Antigovernment General","","","2023"
"Oath Keepers USA - Utah","","Utah","Oath Keepers","Antigovernment General","","Yes","2023"
"People's Rights","","Utah","","Antigovernment General","","Yes","2023"
"Renew America","Provo","Utah","","Antigovernment General","","","2023"
"Utah Citizens Alarm","","Utah","","Antigovernment General","","Yes","2023"
"Utah Constitutional Militia","Salt Lake City","Utah","","Antigovernment General","","","2023"
"Utah Parents Involved in Education","","Utah","","Antigovernment General","","Yes","2023"
"Utah Patriots","Salt Lake City","Utah","","Antigovernment General","","","2023"
"Parents' Rights in Education - Vermont","Vergennes","Vermont","","Antigovernment General","","","2023"
"Vermont Parents Involved in Education","","Vermont","","Antigovernment General","","Yes","2023"
"American Policy Center","Warrenton","Virginia","","Antigovernment General","","","2023"
"Constitutional Rights PAC","Mc Lean","Virginia","","Antigovernment General","","","2023"
"Gun Owners of America","Springfield","Virginia","","Antigovernment General","","","2023"
"Moms for Liberty - Bedford County, VA Chapter","Bedford County","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Fauquier County, VA Chapter","Fauquier County","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Loudoun County, VA Chapter","Loudoun County","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Montgomery County, VA Chapter","","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Prince William County, VA Chapter","","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Spotsylvania County, VA Chapter","","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Stafford County, VA Chapter","Stafford County","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Virginia Beach County, VA","Virginia Beach","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Warren County, VA Chapter","Warren County","Virginia","Moms for Liberty","Antigovernment General","","","2023"
"No Left Turn in Education - Central Virginia","Richmond","Virginia","","Antigovernment General","","","2023"
"No Left Turn in Education - Virginia","Richmond","Virginia","","Antigovernment General","","","2023"
"Parents Against Critical Race Theory LLC","Ashburn","Virginia","","Antigovernment General","","","2023"
"Parents Defending Education","Midlothian","Virginia","","Antigovernment General","","","2023"
"Parents' Rights in Education - Virginia","","Virginia","","Antigovernment General","","Yes","2023"
"Tactical Civics - Appomattox County, VA","","Virginia","","Antigovernment General","","","2023"
"Virginia Moms for America","","Virginia","","Antigovernment General","","Yes","2023"
"Virginia Parents Involved in Education","","Virginia","","Antigovernment General","","Yes","2023"
"Center for Self Governance","Republic","Washington","","Antigovernment General","","","2023"
"John Birch Society","Puyallup","Washington","","Antigovernment General","","","2023"
"Mom Army Seattle","Seattle","Washington","","Antigovernment General","","","2023"
"Moms for Liberty - Benton County, WA","Benton County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Douglas-Chelan County Chapter","Chelan County","Washington","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - King County, WA Chapter","King County","Washington","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Kitsap County, WA Chapter","Kitsap County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Lewis County, WA","Lewis County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Pierce County, WA Chapter","Pierce County","Washington","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Snohomish County, WA Chapter","Snohomish County","Washington","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Spokane County, WA Chapter","Spokane County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Whitman County, WA Chapter","Whitman County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Moms for Liberty - Yakima County, WA Chapter","Yakima County","Washington","Moms for Liberty","Antigovernment General","Yes","","2023"
"Parents' Rights in Education - Washington State","","Washington","","Antigovernment General","Yes","Yes","2023"
"People's Rights","","Washington","","Antigovernment General","Yes","Yes","2023"
"Washington Eagle Forum","Lynden","Washington","","Antigovernment General","Yes","","2023"
"Constitution Party of West Virginia","Weston","West Virginia","","Antigovernment General","Yes","","2023"
"Moms for Liberty - Kanawha County, WV Chapter","Kanawha County","West Virginia","Moms for Liberty","Antigovernment General","","","2023"
"National Constitutional Coalition of Patriotic Americans","Bridgeport","West Virginia","","Antigovernment General","Yes","","2023"
"Moms for Liberty - Kenosha County, WI Chapter","Kenosha County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Marathon County, WI","Marathon County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Milwaukee County, WI","Milwaukee County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Ozaukee County, WI Chapter","Ozaukee County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Polk County, WI Chapter","Polk County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Racine County, WI Chapter","Racine County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - St. Croix County, WI","St. Croix County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Vilas County, WI Chapter","Vilas County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Washington County, WI","Washington County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Winnebago County, WI","Winnebago County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Wood County, WI Chapter","Wood County","Wisconsin","Moms for Liberty","Antigovernment General","","","2023"
"No Left Turn in Education - Wisconsin","Madison","Wisconsin","","Antigovernment General","","","2023"
"Parents' Rights in Education - Wisconsin","","Wisconsin","","Antigovernment General","Yes","Yes","2023"
"Moms for Liberty - Hot Springs County, WY","Hot Springs County","Wyoming","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Laramie County, WY Chapter","Laramie County","Wyoming","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Natrona County, WY Chapter","Natrona County","Wyoming","Moms for Liberty","Antigovernment General","","","2023"
"Moms for Liberty - Sweetwater County, WY","Sweetwater County","Wyoming","Moms for Liberty","Antigovernment General","","","2023"
"Wyoming Parents Involved in Education","","Wyoming","","Antigovernment General","","Yes","2023"
"Goyim Defense League","","California","","Antisemitism","Yes","Yes","2023"
"Institute for Historical Review","Newport Beach","California","Institute for Historical Review","Antisemitism","","","2023"
"Nation of Islam","Los Angeles","California","Nation of Islam","Antisemitism","","","2023"
"Nation of Islam","Washington","District of Columbia","Nation of Islam","Antisemitism","","","2023"
"GDL Florida","Crystal River","Florida","","Antisemitism","","","2023"
"Money Tree Publishing","Crestview","Florida","","Antisemitism","","","2023"
"Nation of Islam","Miami","Florida","Nation of Islam","Antisemitism","Yes","","2023"
"Nation of Islam","Atlanta","Georgia","Nation of Islam","Antisemitism","","","2023"
"Independent History & Research","Coeur D'Alene","Idaho","","Antisemitism","Yes","","2023"
"Nation of Islam","Chicago","Illinois","Nation of Islam","Antisemitism","Yes","","2023"
"The Barnes Review","White Plains","Maryland","Barnes Review/Foundation for Economic Liberty, Inc.","Antisemitism","Yes","","2023"
"GDL - Michigan","","Michigan","","Antisemitism","","Yes","2023"
"Nation of Islam","New York","New York","Nation of Islam","Antisemitism","","","2023"
"The Realist Report","Freeport","New York","","Antisemitism","","","2023"
"GDL - North Carolina","","North Carolina","","Antisemitism","","Yes","2023"
"Committee for Open Debate on the Holocaust","York","Pennsylvania","Committee For Open Debate on the Holocaust","Antisemitism","Yes","","2023"
"Clemens and Blair, LLC","Hilton Head","South Carolina","","Antisemitism","","","2023"
"carolynyeager.net","Kerrville","Texas","","Antisemitism","","","2023"
"GDL - Texas","","Texas","","Antisemitism","Yes","Yes","2023"
"Nation of Islam","Houston","Texas","Nation of Islam","Antisemitism","Yes","","2023"
"Kingdom Identity Ministries","Harrison","Arkansas","Kingdom Identity Ministries ","Christian Identity ","Yes","","2023"
"Scriptures for America Worldwide Ministries","Laporte","Colorado","","Christian Identity ","Yes","","2023"
"Christogenea","Panama City Beach","Florida","","Christian Identity ","Yes","","2023"
"Covenant People's Ministry","Brooks","Georgia","","Christian Identity ","Yes","","2023"
"Euro Folk Radio","Chicago","Illinois","","Christian Identity ","Yes","","2023"
"Fellowship of God's Covenant People","Union","Kentucky","","Christian Identity ","Yes","","2023"
"Church of Israel","Schell City","Missouri","","Christian Identity ","Yes","","2023"
"Mission to Israel Ministries","Scottsbluff","Nebraska","","Christian Identity ","Yes","","2023"
"Assembly of Christian Israelites","Milford","Ohio","","Christian Identity ","Yes","","2023"
"Sacred Truth Publishing & Ministries","Mountain City","Tennessee","","Christian Identity ","Yes","","2023"
"John Birch Society","Mobile","Alabama","","Conspiracy Propagandists ","Yes","","2023"
"Medical Kidnap","Huntsville","Alabama","","Conspiracy Propagandists ","Yes","","2023"
"John Birch Society","Prescott","Arizona","","Conspiracy Propagandists ","Yes","","2023"
"John Birch Society","Mesa","Arizona","","Conspiracy Propagandists ","Yes","","2023"
"Jeremiah Films","Los Angeles","California","","Conspiracy Propagandists ","","","2023"
"Screw Big Gov, Freedom in Action, Truth Tours","","California","","Conspiracy Propagandists ","","Yes","2023"
"The Healthy American","San Clemente","California","","Conspiracy Propagandists ","Yes","","2023"
"American Freedom Network","Johnstown","Colorado","","Conspiracy Propagandists ","Yes","","2023"
"United Network News ","Durango","Colorado","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Norwich","Connecticut","","Conspiracy Propagandists ","","","2023"
"The Post and Email","Canterbury","Connecticut","","Conspiracy Propagandists ","","","2023"
"WorldNetDaily","Washington","District of Columbia","WorldNetDaily","Conspiracy Propagandists ","","","2023"
"Liberty Hangout","Auburndale","Florida","","Conspiracy Propagandists ","","","2023"
"Righteous Army","Miami","Florida","","Conspiracy Propagandists ","","","2023"
"The America Project","Sarasota","Florida","","Conspiracy Propagandists ","","","2023"
"Uncle Sam's Misguided Children","Sarasota","Florida","","Conspiracy Propagandists ","","","2023"
"Women Fighting for America","Jacksonville","Florida","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Barnesville","Georgia","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Rexburg","Idaho","","Conspiracy Propagandists ","","","2023"
"Redoubt News","Priest River","Idaho","","Conspiracy Propagandists ","","","2023"
"Connecting the Dots","Chicago","Illinois","","Conspiracy Propagandists ","","","2023"
"What Really Happened","Santa Claus","Indiana","","Conspiracy Propagandists ","","","2023"
"John BIrch Society","","Iowa","","Conspiracy Propagandists ","Yes","Yes","2023"
"The Prophecy Club Resources","Topeka","Kansas","","Conspiracy Propagandists ","","","2023"
"America's Survival, Inc.","Owings","Maryland","","Conspiracy Propagandists ","","","2023"
"Liberty Tree Radio","Dexter","Michigan","","Conspiracy Propagandists ","Yes","","2023"
"Genesis Communication Network","Burnsville","Minnesota","","Conspiracy Propagandists ","","","2023"
"Alt-Market.com","Eureka","Montana","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Ravalli County","Montana","","Conspiracy Propagandists ","Yes","","2023"
"Stand Up America U.S.","Bigfork","Montana","","Conspiracy Propagandists ","","","2023"
"John Birch Society","","New Jersey","","Conspiracy Propagandists ","Yes","Yes","2023"
"John Birch Society","Albany","New York","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Saratoga Springs","New York","","Conspiracy Propagandists ","Yes","","2023"
"Silver Shield Xchange","Cleveland","Ohio","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Lancaster","Pennsylvania","","Conspiracy Propagandists ","Yes","","2023"
"TruthRadioShow.com","Hope","Rhode Island","","Conspiracy Propagandists ","","","2023"
"John Birch Society","","South Carolina","","Conspiracy Propagandists ","Yes","Yes","2023"
"John Birch Society - Fort Worth Dallas TX Chapter","Fort Worth","Texas","","Conspiracy Propagandists ","Yes","","2023"
"InfoWars LLC","Austin","Texas","","Conspiracy Propagandists ","Yes","","2023"
"Republic Broadcasting","Round Rock","Texas","","Conspiracy Propagandists ","","","2023"
"Rule of Law Radio","Austin","Texas","","Conspiracy Propagandists ","Yes","","2023"
"Silver Bear Cafe","Garland","Texas","","Conspiracy Propagandists ","Yes","","2023"
"Texans4Truth","Georgetown","Texas","","Conspiracy Propagandists ","Yes","","2023"
"Texas Eagle Forum","","Texas","","Conspiracy Propagandists ","","","2023"
"Liberty RoundTable","American Fork","Utah","","Conspiracy Propagandists ","Yes","","2023"
"John Birch Society","City of Burlington","Washington","","Conspiracy Propagandists ","","","2023"
"John Birch Society","Olympia","Washington","","Conspiracy Propagandists ","Yes","","2023"
"John Birch Society","Raymond","Washington","","Conspiracy Propagandists ","Yes","","2023"
"John Birch Society","Appleton","Wisconsin","","Conspiracy Propagandists ","Yes","","2023"
"Natural News","Cody","Wyoming","","Conspiracy Propagandists ","Yes","","2023"
"Constitutional Sheriffs and Peace Officers Association","Higley","Arizona","","Constitutional Sheriffs","Yes","","2023"
"Protect America Now","Tempe","Arizona","","Constitutional Sheriffs","Yes","","2023"
"Red Voice Media","Scottsdale","Arizona","","Conspiracy Propagandists ","","","2023"
"Sheriff Brigade of Pennsylvania ","Elverson","Pennsylvania","","Constitutional Sheriffs","Yes","","2023"
"Constitutional Sheriffs and Peace Officers Association","","Texas","","Constitutional Sheriffs","","Yes","2023"
"American Police Officers Alliance","Arlington","Virginia","","Constitutional Sheriffs","Yes","","2023"
"Bomb Islam","Phoenix","Arizona","","General Hate ","Yes","","2023"
"Highlands Proud Boys","Flagstaff","Arizona","","General Hate ","Yes","","2023"
"North Phoenix","Phoenix","Arizona","","General Hate ","Yes","","2023"
"Proud Boys","Tempe","Arizona","Proud Boys","General Hate ","","","2023"
"American Freedom Alliance","Encino","California","","General Hate ","Yes","","2023"
"Chick Publications","Ontario","California","","General Hate ","Yes","","2023"
"European-American Evangelistic Crusades","Sheridan","California","","General Hate ","Yes","","2023"
"Proud Boys","Bakersfield","California","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Chico","California","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Fresno","California","Proud Boys","General Hate ","","","2023"
"Proud Boys","Los Angeles","California","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Sacramento","California","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","San Bernardino","California","Proud Boys","General Hate ","","","2023"
"Proud Boys","San Diego","California","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","San Francisco","California","Proud Boys","General Hate ","Yes","","2023"
"Sicarii 1715","San Diego","California","","General Hate ","Yes","","2023"
"True Nation Israelite Congregation","Los Angeles","California","","General Hate ","Yes","","2023"
"Northern Kingdom Prophets","Pueblo","Colorado","","General Hate ","Yes","","2023"
"Proud Boys","","Colorado","Proud Boys","General Hate ","","Yes","2023"
"War On The Horizon","Washington","District of Columbia","","General Hate ","Yes","","2023"
"Bill Keller Ministries","Saint Petersburg","Florida","","General Hate ","Yes","","2023"
"Nation of Kings and Priests","Orlando","Florida","","General Hate ","Yes","","2023"
"Proud Boys","Fort Lauderdale","Florida","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Jacksonville","Florida","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Miami","Florida","Proud Boys","General Hate ","","","2023"
"Proud Boys","Orlando","Florida","Proud Boys","General Hate ","","","2023"
"Proud Boys","Pensacola","Florida","Proud Boys","General Hate ","Yes","","2023"
"Proud Boys","Tampa","Florida","Proud Boys","General Hate ","Yes","","2023"
"TruNews","Vero Beach","Florida","","General Hate ","Yes","","2023"
"Proud Boys","","Georgia","Proud Boys","General Hate ","Yes","Yes","2023"
"Proud Boys","","Hawaii","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","","Idaho","Proud Boys","General Hate ","","Yes","2023"
"The Brother Nathanael Foundation","Priest River","Idaho","","General Hate ","","","2023"
"Lion of Judah - Jeshurun Lions","Chicago","Illinois","","General Hate ","","","2023"
"Proud Boys","Crystal Lake","Illinois","Proud Boys","General Hate ","","","2023"
"Proud Boys","Fort Wayne","Indiana","Proud Boys","General Hate ","","","2023"
"Proud Boys","Indianapolis","Indiana","Proud Boys","General Hate ","","","2023"
"Proud Boys","","Kansas","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","Lexington","Kentucky","Proud Boys","General Hate ","","","2023"
"Proud Boys","Louisville","Kentucky","Proud Boys","General Hate ","","","2023"
"American Free Press","Upper Marlboro","Maryland","","General Hate ","","","2023"
"Proud Boys","","Maryland","Proud Boys","General Hate ","","Yes","2023"
"Watchmen for Israel","Baltimore","Maryland","","General Hate ","","","2023"
"Proud Boys","","Michigan","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","","Minnesota","Proud Boys","General Hate ","","Yes","2023"
"Army of Israel","St Louis","Missouri","","General Hate ","","","2023"
"Proud Boys","St. Louis","Missouri","Proud Boys","General Hate ","","","2023"
"Proud Boys","Las Vegas","Nevada","Proud Boys","General Hate ","","","2023"
"Proud Boys","Reno","Nevada","Proud Boys","General Hate ","","","2023"
"Proud Boys","","New Hampshire","Proud Boys","General Hate ","","Yes","2023"
"Proud Boys","","New Jersey","Proud Boys","General Hate ","","Yes","2023"
"Ambassadors of Christ","Brooklyn","New York","","General Hate ","","","2023"
"Great Millstone","New York","New York","","General Hate ","","","2023"
"House of David","Brooklyn","New York","","General Hate ","","","2023"
"House of Israel","New York","New York","","General Hate ","","","2023"
"Israel United In Christ","Mount Vernon","New York","","General Hate ","","","2023"
"Israelite School of Universal Practical Knowledge","New York","New York","","General Hate ","","","2023"
"Jewish Task Force","Fresh Meadows","New York","","General Hate ","","","2023"
"Proud Boys","Albany","New York","Proud Boys","General Hate ","","","2023"
